,symbol,name,company,stock_keyword,stock_frequency_keyword_4,stock_frequency_keyword_5
192,SNPS,Synopsys Inc,synopsys,"['huawei', 'g', 'beijing', 'xiaomi', 'telecomchina', 'shanghai', 'beijing', 'industry', 'industrial']","['beijing', 'huawei', 'g', 'xiaomi']","['beijing', 'huawei', 'g', 'xiaomi', 'telecomchina']"
193,CDNS,Cadence Design Systems Inc,cadence design,"['huawei', 'g', 'beijing', 'xiaomi', 'telecomchina', 'shanghai', 'beijing', 'industry', 'industrial']","['beijing', 'huawei', 'g', 'xiaomi']","['beijing', 'huawei', 'g', 'xiaomi', 'telecomchina']"
194,NXPI,NXP Semiconductors N,nxp,"['huawei', 'g', 'beijing', 'xiaomi', 'telecominvestment', 'photonics', 'invested', 'chinaon', 'investor']","['huawei', 'g', 'beijing', 'xiaomi']","['huawei', 'g', 'beijing', 'xiaomi', 'telecominvestment']"
195,STM,STMicroelectronics N,stmicroelectronics,"['huawei', 'g', 'beijing', 'xiaomi', 'telecom']","['huawei', 'g', 'beijing', 'xiaomi']","['huawei', 'g', 'beijing', 'xiaomi', 'telecom']"
196,ORCL,Oracle Corporation,oracle,"['oracle', 'tiktok', 'microsoft', 'corp', 'investortiktok', 'zhang', 'huawei', 'zhaokang', 'chineseregulation', 'commerce', 'tiktok', 'bytedance', 'microsoftinvestor', 'invest', 'domingo', 'investment', 'domingothepenney', 'retailer', 'financing', 'store', 'salegilead', 'fda', 'immunotherapy', 'pharmaceutical', 'pharmacryptocurrency', 'crypto', 'bitcoin', 'currency', 'regulationassange', 'extradition', 'ellsberg', 'wikileaks', 'espionageagarwal', 'shareholder', 'investor', 'corp', 'goldmanindonesia', 'indonesian', 'jakarta', 'borneo', 'palmcoronavirus', 'covid', 'outbreak', 'epidemic', 'pandemicdebt', 'loan', 'repayment', 'repay', 'lenderslump', 'refinery', 'petroleum', 'exxon', 'opecopec', 'salman', 'saudi', 'uae', 'oilfacebook', 'instagram', 'propaganda', 'trump', 'fake']","['tiktok', 'corp', 'oracle', 'microsoft']","['tiktok', 'corp', 'oracle', 'microsoft', 'investortiktok']"
197,EL,Estee Lauder Companies Inc,estee lauder,"['citibank', 'citigroup', 'repayment', 'lawsuit', 'repay']","['citibank', 'citigroup', 'repayment', 'lawsuit']","['citibank', 'citigroup', 'repayment', 'lawsuit', 'repay']"
198,TUEM,Tuesday Morning Corp,tuesday morning,"['citibank', 'citigroup', 'repayment', 'lawsuit', 'repaybayer', 'market', 'supplement', 'acquisition', 'mergerstripe', 'san', 'california', 'relocation', 'policy']","['citibank', 'citigroup', 'repayment', 'lawsuit']","['citibank', 'citigroup', 'repayment', 'lawsuit', 'repaybayer']"
199,LEN,Lennar Corporation,lennar,"['stock', 'stocksthe', 'optimism', 'treasury', 'pandemic']","['stock', 'stocksthe', 'optimism', 'treasury']","['stock', 'stocksthe', 'optimism', 'treasury', 'pandemic']"
200,LULU,lululemon athletica inc,lululemon,"['activewear', 'lululemon', 'retailer', 'betty', 'brand']","['activewear', 'lululemon', 'retailer', 'betty']","['activewear', 'lululemon', 'retailer', 'betty', 'brand']"
201,LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,l catterton,"['activewear', 'lululemon', 'retailer', 'betty', 'brand']","['activewear', 'lululemon', 'retailer', 'betty']","['activewear', 'lululemon', 'retailer', 'betty', 'brand']"
202,GTAC,Global Technology Acquisition Corp,global technology,"['market', 'investor', 'company', 'firm', 'twitter']","['market', 'investor', 'company', 'firm']","['market', 'investor', 'company', 'firm', 'twitter']"
203,CGC,Canopy Growth Corporation,canopy growth,"['cannabis', 'cbd', 'marijuana', 'uruguayan', 'produce']","['cannabis', 'cbd', 'marijuana', 'uruguayan']","['cannabis', 'cbd', 'marijuana', 'uruguayan', 'produce']"
204,MELI,MercadoLibre Inc,mercadolibre,"['buenos', 'argentina', 'argentine', 'economic', 'economy']","['buenos', 'argentina', 'argentine', 'economic']","['buenos', 'argentina', 'argentine', 'economic', 'economy']"
205,ABT,Abbott Laboratories,abbott,"['hurricane', 'gulf', 'katrina', 'storm', 'stormsmarcoabbott', 'testing', 'test', 'market', 'diagnosticstesting', 'test', 'laboratory', 'abbott', 'purchasingcovid', 'coronavirus', 'pandemic', 'vaccine', 'outbreakcoronavirus', 'covid', 'pandemic', 'outbreak', 'hospitalizedpandemic', 'coronavirus', 'covid', 'vaccine', 'outbreakcovid', 'coronavirus', 'pandemic', 'outbreak', 'hospitalizedindonesian', 'indonesia', 'currency', 'jakarta', 'monetary']","['coronavirus', 'pandemic', 'test', 'vaccine']","['coronavirus', 'pandemic', 'test', 'vaccine', 'covid']"
206,IBM,International Business Machines Corporation,ibm,"['hurricane', 'gulf', 'katrina', 'storm', 'stormsmarco']","['hurricane', 'gulf', 'katrina', 'storm']","['hurricane', 'gulf', 'katrina', 'storm', 'stormsmarco']"
207,KMI,Kinder Morgan Inc,kinder morgan,"['pipeline', 'methane', 'compressor', 'regulator', 'gas']","['pipeline', 'methane', 'compressor', 'regulator']","['pipeline', 'methane', 'compressor', 'regulator', 'gas']"
208,BNED,Barnes & Noble Education Inc,barnes &,"['vaccine', 'outbreak', 'vaccinated', 'vaccination', 'pandemic']","['vaccine', 'outbreak', 'vaccinated', 'vaccination']","['vaccine', 'outbreak', 'vaccinated', 'vaccination', 'pandemic']"
209,INKT,MiNK Therapeutics Inc,mink,"['vaccine', 'outbreak', 'vaccinated', 'vaccination', 'pandemic']","['vaccine', 'outbreak', 'vaccinated', 'vaccination']","['vaccine', 'outbreak', 'vaccinated', 'vaccination', 'pandemic']"
210,MA,Mastercard Incorporated,mastercard,"['beijing', 'china', 'supply', 'commerce', 'chinesemastercard', 'bankcard', 'fintech', 'fintechs', 'bankshanghai', 'singapore', 'chinese', 'china', 'investor']","['china', 'beijing', 'supply', 'commerce']","['china', 'beijing', 'supply', 'commerce', 'chinesemastercard']"
211,XP,XP Inc,xp,"['rumo', 'mato', 'paulo', 'sao', 'railway']","['rumo', 'mato', 'paulo', 'sao']","['rumo', 'mato', 'paulo', 'sao', 'railway']"
212,CSAN,Cosan S,cosan sa,"['rumo', 'mato', 'paulo', 'sao', 'railwayastrazeneca', 'vaccine', 'neurological', 'coronavirus', 'myelitis']","['rumo', 'mato', 'paulo', 'sao']","['rumo', 'mato', 'paulo', 'sao', 'railwayastrazeneca']"
213,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,bny mellon,"['recession', 'stock', 'pandemic', 'stocksthe', 'dowjpmorgan', 'banking', 'productivity', 'corporate', 'financialbank', 'lagos', 'nigerian', 'loan', 'nairaretailer', 'woolworth', 'lockdown', 'recession', 'retailfinancing', 'bankruptcy', 'financial', 'fund', 'funding']","['recession', 'stock', 'pandemic', 'stocksthe']","['recession', 'stock', 'pandemic', 'stocksthe', 'dowjpmorgan']"
214,RTX,Raytheon Technologies Corporation,raytheon,"['refinery', 'exxon', 'hurricane', 'gasoline', 'forecaststocksthe', 'stock', 'dow', 'nasdaq', 'investor']","['refinery', 'exxon', 'hurricane', 'gasoline']","['refinery', 'exxon', 'hurricane', 'gasoline', 'forecaststocksthe']"
215,AMGN,Amgen Inc,amgen,"['refinery', 'exxon', 'hurricane', 'gasoline', 'forecaststocksthe', 'stock', 'dow', 'nasdaq', 'investor']","['refinery', 'exxon', 'hurricane', 'gasoline']","['refinery', 'exxon', 'hurricane', 'gasoline', 'forecaststocksthe']"
216,RACE,Ferrari N,ferrari,"['mclaren', 'ferrari', 'supercars', 'hybrid', 'chassiseuro', 'ecb', 'luxembourg', 'candidate', 'bankboeing', 'jetliner', 'flight', 'aviationcovid', 'coronavirus', 'pandemic', 'pandemicwhy', 'outbreak']","['mclaren', 'ferrari', 'supercars', 'hybrid']","['mclaren', 'ferrari', 'supercars', 'hybrid', 'chassiseuro']"
217,INTC,Intel Corporation,intel,"['vietnam', 'vietnamese', 'economy', 'economic', 'economicsearnings', 'retailer', 'market', 'shop', 'primark']","['vietnam', 'vietnamese', 'economy', 'economic']","['vietnam', 'vietnamese', 'economy', 'economic', 'economicsearnings']"
218,JEF,Jefferies Financial Group Inc,jefferies financial,"['goldman', 'joe', 'trader', 'trustee', 'bankruptbankrupt', 'fraud', 'bankruptcy', 'collateral', 'prosecutor']","['goldman', 'joe', 'trader', 'trustee']","['goldman', 'joe', 'trader', 'trustee', 'bankruptbankrupt']"
219,MCS,Marcus Corporation,marcus,"['goldman', 'joe', 'trader', 'trustee', 'bankrupttesting', 'test', 'laboratory', 'abbott', 'purchasingbankrupt', 'fraud', 'bankruptcy', 'collateral', 'prosecutorvoter', 'ballot', 'voting', 'vote', 'candidate']","['goldman', 'joe', 'trader', 'trustee']","['goldman', 'joe', 'trader', 'trustee', 'bankrupttesting']"
220,LUV,Southwest Airlines Company,southwest airlines,"['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']","['airline', 'furloughed', 'furlough', 'aviation']","['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']"
221,RJF,Raymond James Financial Inc,raymond james,"['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']","['airline', 'furloughed', 'furlough', 'aviation']","['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']"
222,AAL,American Airlines Group Inc,american airlines,"['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflightunemployment', 'filing', 'pandemic', 'layoff', 'joblessnessantitrust', 'biden', 'merger', 'bipartisan', 'monopolyfurlough', 'unemployment', 'airline', 'reduction', 'carrierairline', 'pandemic', 'coronavirus', 'covid', 'flightcoronavirus', 'singapore', 'covid', 'quarantine', 'infectionretailer', 'tiffany', 'antitrust', 'luxury', 'jewelryuae', 'dhabi', 'debtkbbo', 'debt', 'emirati']","['airline', 'pandemic', 'covid', 'furloughed']","['airline', 'pandemic', 'covid', 'furloughed', 'furlough']"
223,SAVE,Spirit Airlines Inc,spirit airlines,"['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']","['airline', 'furloughed', 'furlough', 'aviation']","['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflight']"
224,COWN,Cowen Inc,cowen,"['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflightpepsi', 'pepsico', 'cola', 'kendall', 'soda']","['airline', 'furloughed', 'furlough', 'aviation']","['airline', 'furloughed', 'furlough', 'aviation', 'pilotsflightpepsi']"
225,EMR,Emerson Electric Company,emerson electric,"['firm', 'enterprise', 'corp', 'company', 'industrial']","['firm', 'enterprise', 'corp', 'company']","['firm', 'enterprise', 'corp', 'company', 'industrial']"
226,UBER,Uber Technologies Inc,uber,"['firm', 'enterprise', 'corp', 'company', 'industriallyft', 'stock', 'zimmer', 'uber', 'profitgoldman', 'venture', 'optimizely', 'investor', 'companyuber', 'ridership', 'ride', 'ev', 'driverwarming', 'wildfire', 'californian', 'california', 'climategoldman', 'barclays', 'jpmorgan', 'sachs', 'headquartersant', 'ipo', 'stock', 'investor', 'shanghaiant']","['stock', 'investor', 'firm', 'enterprise']","['stock', 'investor', 'firm', 'enterprise', 'corp']"
227,WE,WeWork Inc,wework,"['firm', 'enterprise', 'corp', 'company', 'industrialsoftbank', 'company', 'corp', 'stock', 'weworkjacques', 'stakeholder', 'ceo', 'tinto', 'executive']","['corp', 'company', 'firm', 'enterprise']","['corp', 'company', 'firm', 'enterprise', 'industrialsoftbank']"
228,VLO,Valero Energy Corporation,valero energy,"['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']"
229,PSX,Phillips 66,phillips 66,"['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']"
230,DK,Delek US Holdings Inc,delek us,"['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline']","['refinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleum']"
231,LYFT,Lyft Inc,lyft,"['lyft', 'stock', 'zimmer', 'uber', 'profituber', 'ridership', 'ride', 'ev', 'driverwarming', 'wildfire', 'californian', 'california', 'climategoldman', 'barclays', 'jpmorgan', 'sachs', 'headquarters']","['lyft', 'stock', 'zimmer', 'uber']","['lyft', 'stock', 'zimmer', 'uber', 'profituber']"
232,TPB,Turning Point Brands Inc,turning point,"['lyft', 'stock', 'zimmer', 'uber', 'profitchina', 'vietnam', 'covid', 'coronavirus', 'taiwanpostmaster', 'usps', 'postal', 'fedex', 'mailcovid', 'outbreak', 'pandemic', 'coronavirus', 'influenzavaccine', 'covid', 'rudakov', 'vaccinated', 'vaccinationrecession', 'argentina', 'economy', 'inflation', 'economic']","['covid', 'coronavirus', 'lyft', 'stock']","['covid', 'coronavirus', 'lyft', 'stock', 'zimmer']"
233,CARR,Carrier Global Corporation,carrier global,"['freezer', 'pfizer', 'vaccine', 'temp', 'market']","['freezer', 'pfizer', 'vaccine', 'temp']","['freezer', 'pfizer', 'vaccine', 'temp', 'market']"
234,TT,Trane Technologies plc,trane technologies,"['freezer', 'pfizer', 'vaccine', 'temp', 'market']","['freezer', 'pfizer', 'vaccine', 'temp']","['freezer', 'pfizer', 'vaccine', 'temp', 'market']"
235,ABNB,Airbnb Inc,airbnb,"['palantir', 'shareholder', 'stock', 'goldman', 'company']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'company']"
236,SNOW,Snowflake Inc,snowflake,"['palantir', 'shareholder', 'stock', 'goldman', 'companyinvestor', 'richest', 'tfi', 'shenzhen', 'investmentcurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'companyinvestor']"
237,PLTR,Palantir Technologies Inc,palantir,"['palantir', 'shareholder', 'stock', 'goldman', 'companygoldman', 'ceo', 'investor', 'corp', 'robbinscurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'companygoldman']"
238,U,Unity Software Inc,unity software,"['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency']"
239,FROG,JFrog Ltd,jfrog,"['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency']"
240,SUMO,Sumo Logic Inc,sumo logic,"['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['palantir', 'shareholder', 'stock', 'goldman']","['palantir', 'shareholder', 'stock', 'goldman', 'companycurrency']"
241,SNEX,StoneX Group Inc,stonex group,"['soybean', 'usda', 'agriculture', 'soy', 'agriculturalstock', 'investor', 'billion', 'invested', 'shareholder']","['soybean', 'usda', 'agriculture', 'soy']","['soybean', 'usda', 'agriculture', 'soy', 'agriculturalstock']"
242,MGM,MGM Resorts International,mgm resorts,"['casino', 'nevada', 'hotel', 'charleston', 'resort']","['casino', 'nevada', 'hotel', 'charleston']","['casino', 'nevada', 'hotel', 'charleston', 'resort']"
243,PENN,Penn National Gaming Inc,penn national,"['casino', 'nevada', 'hotel', 'charleston', 'resort']","['casino', 'nevada', 'hotel', 'charleston']","['casino', 'nevada', 'hotel', 'charleston', 'resort']"
244,TRIP,TripAdvisor Inc,tripadvisor,"['casino', 'nevada', 'hotel', 'charleston', 'resort']","['casino', 'nevada', 'hotel', 'charleston']","['casino', 'nevada', 'hotel', 'charleston', 'resort']"
245,SLB,Schlumberger N,schlumberger,"['petroleum', 'sudan', 'nile', 'saharan', 'angola']","['petroleum', 'sudan', 'nile', 'saharan']","['petroleum', 'sudan', 'nile', 'saharan', 'angola']"
246,PDD,Pinduoduo Inc,pinduoduo,"['xiaomi', 'huawei', 'huami', 'smartphone', 'g']","['xiaomi', 'huawei', 'huami', 'smartphone']","['xiaomi', 'huawei', 'huami', 'smartphone', 'g']"
247,PCF,High Income Securities Fd,high income,"['vaccineleapfrogging', 'vaccine', 'pandemic', 'covid', 'coronavirus']","['vaccineleapfrogging', 'vaccine', 'pandemic', 'covid']","['vaccineleapfrogging', 'vaccine', 'pandemic', 'covid', 'coronavirus']"
248,MU,Micron Technology Inc,micron,"['china', 'shanghai', 'beijing', 'industry', 'industrial']","['china', 'shanghai', 'beijing', 'industry']","['china', 'shanghai', 'beijing', 'industry', 'industrial']"
249,DWAC,Digital World Acquisition Corp,digital world,"['china', 'shanghai', 'beijing', 'industry', 'industrialnan']","['china', 'shanghai', 'beijing', 'industry']","['china', 'shanghai', 'beijing', 'industry', 'industrialnan']"
250,CEE,The Central and Eastern Europe Fund Inc,the central,"['inflation', 'forecast', 'gdp', 'easing', 'fiscalstimulus', 'lee', 'debt', 'korean', 'bokinflation', 'fed', 'upcomingnairobi', 'kenya', 'kenyan', 'loan', 'lenderbanknote', 'bank', 'note', 'cash', 'brasiliafinancing', 'loan', 'colombia', 'lender', 'colombianasean', 'singapore', 'asia', 'malaysia', 'malaysian']","['loan', 'inflation', 'forecast', 'gdp']","['loan', 'inflation', 'forecast', 'gdp', 'easing']"
251,TMO,Thermo Fisher Scientific Inc,thermo fisher,"['abbott', 'testing', 'test', 'market', 'diagnostics']","['abbott', 'testing', 'test', 'market']","['abbott', 'testing', 'test', 'market', 'diagnostics']"
252,BDX,Becton Dickinson and Company,becton dickinson,"['abbott', 'testing', 'test', 'market', 'diagnosticstesting', 'test', 'laboratory', 'abbott', 'purchasing']","['abbott', 'test', 'testing', 'market']","['abbott', 'test', 'testing', 'market', 'diagnosticstesting']"
253,PKI,PerkinElmer Inc,perkinelmer,"['abbott', 'testing', 'test', 'market', 'diagnostics']","['abbott', 'testing', 'test', 'market']","['abbott', 'testing', 'test', 'market', 'diagnostics']"
254,HOLX,Hologic Inc,hologic,"['abbott', 'testing', 'test', 'market', 'diagnostics']","['abbott', 'testing', 'test', 'market']","['abbott', 'testing', 'test', 'market', 'diagnostics']"
255,DGX,Quest Diagnostics Incorporated,quest diagnostics,"['abbott', 'testing', 'test', 'market', 'diagnostics']","['abbott', 'testing', 'test', 'market']","['abbott', 'testing', 'test', 'market', 'diagnostics']"
256,SPOT,Spotify Technology S,spotify,"['spotify', 'podcasting', 'podcast', 'budden', 'rapperfed', 'monetary', 'banking', 'finance', 'coronavirusraizen', 'biosev', 'merger', 'subsidiary', 'loanecb', 'loan', 'bank', 'borrowing', 'leverage']","['spotify', 'podcasting', 'podcast', 'budden']","['spotify', 'podcasting', 'podcast', 'budden', 'rapperfed']"
257,NVS,Novartis AG,novartis,"['recession', 'switzerland', 'economic', 'zurich', 'economytax', 'insurance', 'swiss', 'deloitte', 'taxedfda', 'pfizer', 'vaccine', 'coronavirus', 'covid']","['recession', 'switzerland', 'economic', 'zurich']","['recession', 'switzerland', 'economic', 'zurich', 'economytax']"
258,BBBY,Bed Bath & Beyond Inc,bed bath,"['unemployment', 'filing', 'pandemic', 'layoff', 'joblessness']","['unemployment', 'filing', 'pandemic', 'layoff']","['unemployment', 'filing', 'pandemic', 'layoff', 'joblessness']"
259,PG,Procter & Gamble Company (The),procter,"['shareholder', 'stock', 'takeover', 'barclays', 'ftse']","['shareholder', 'stock', 'takeover', 'barclays']","['shareholder', 'stock', 'takeover', 'barclays', 'ftse']"
260,GPS,Gap Inc,gap inc,"['retailer', 'commerce', 'gap', 'sale', 'store']","['retailer', 'commerce', 'gap', 'sale']","['retailer', 'commerce', 'gap', 'sale', 'store']"
261,PEG,Public Service Enterprise Group Incorporated,public service,"['antitrust', 'biden', 'merger', 'bipartisan', 'monopolyeconomist', 'fed', 'monetary', 'laubach', 'powell']","['antitrust', 'biden', 'merger', 'bipartisan']","['antitrust', 'biden', 'merger', 'bipartisan', 'monopolyeconomist']"
262,RIVN,Rivian Automotive Inc,rivian,"['mercedes', 'daimler', 'bezos', 'automaker', 'amazon']","['mercedes', 'daimler', 'bezos', 'automaker']","['mercedes', 'daimler', 'bezos', 'automaker', 'amazon']"
263,FSBC,Five Star Bancorp,five star,"['davos', 'swiss', 'revenue', 'tourism', 'switzerland']","['davos', 'swiss', 'revenue', 'tourism']","['davos', 'swiss', 'revenue', 'tourism', 'switzerland']"
264,MUFG,Mitsubishi UFJ Financial Group Inc,mitsubishi,"['yen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsrenewable', 'turbine', 'gigawatts', 'pipeline', 'onshoreyen', 'supportjgbs', 'jgbs', 'treasury', 'bondjeep', 'chrysler', 'cadillac', 'wagoneer', 'wagon']","['yen', 'yamamoto', 'shinzo', 'kyodo']","['yen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsrenewable']"
265,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored,sumitomo,"['yen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsdecline', 'fiscal', 'consumption', 'consumer', 'shinzoyen', 'supportjgbs', 'jgbs', 'treasury', 'bondgdp', 'economy', 'economist', 'abenomics', 'shinzosuicidal', 'suicide', 'covid', 'pandemic', 'depression']","['yen', 'yamamoto', 'shinzo', 'kyodo']","['yen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsdecline']"
266,PWP,Perella Weinberg Partners Class A,perella weinberg,"['veolia', 'suez', 'bid', 'euro', 'market']","['veolia', 'suez', 'bid', 'euro']","['veolia', 'suez', 'bid', 'euro', 'market']"
267,LBTYA,Liberty Global plc Class A Ordinary Shares,liberty global,"['swisscom', 'takeover', 'smartphone', 'sunrise', 'swisscomcast', 'nbc', 'nbcuniversal', 'verizon', 'broadband']","['swisscom', 'takeover', 'smartphone', 'sunrise']","['swisscom', 'takeover', 'smartphone', 'sunrise', 'swisscomcast']"
268,LLY,Eli Lilly and Company,eli lilly,"['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccinebanking', 'bank', 'indonesia', 'currency', 'fiscal']","['coronavirus', 'covid', 'coronaviruses', 'antibody']","['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccinebanking']"
269,REGN,Regeneron Pharmaceuticals Inc,regeneron pharmaceuticals,"['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccineantitrust', 'provider', 'telecom', 'italia', 'carrier']","['coronavirus', 'covid', 'coronaviruses', 'antibody']","['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccineantitrust']"
270,VIR,Vir Biotechnology Inc,vir biotechnology,"['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccine']","['coronavirus', 'covid', 'coronaviruses', 'antibody']","['coronavirus', 'covid', 'coronaviruses', 'antibody', 'vaccine']"
271,FISI,Financial Institutions Inc,financial institutions,"['fed', 'monetary', 'banking', 'finance', 'coronavirusavaloq', 'fintech', 'dealmaking', 'bidding', 'financialnz', 'wellington', 'labour', 'auckland', 'zealandvitol', 'indictment', 'bribed', 'indicted', 'prosecutor']","['fed', 'monetary', 'banking', 'finance']","['fed', 'monetary', 'banking', 'finance', 'coronavirusavaloq']"
272,HDB,HDFC Bank Limited,hdfc,"['adani', 'gvk', 'airport', 'coronavirus', 'market']","['adani', 'gvk', 'airport', 'coronavirus']","['adani', 'gvk', 'airport', 'coronavirus', 'market']"
273,XPDB,Power & Digital Infrastructure Acquisition II Corp,power &,"['adani', 'gvk', 'airport', 'coronavirus', 'market']","['adani', 'gvk', 'airport', 'coronavirus']","['adani', 'gvk', 'airport', 'coronavirus', 'market']"
274,CI,Cigna Corporation,cigna,"['merger', 'antitrust', 'insurer', 'lawsuit', 'cignajacques', 'stakeholder', 'ceo', 'tinto', 'executivefda', 'pfizer', 'vaccine', 'coronavirus', 'covid']","['merger', 'antitrust', 'insurer', 'lawsuit']","['merger', 'antitrust', 'insurer', 'lawsuit', 'cignajacques']"
275,ANTM,Anthem Inc,anthem inc,"['merger', 'antitrust', 'insurer', 'lawsuit', 'cignajacques', 'stakeholder', 'ceo', 'tinto', 'executive']","['merger', 'antitrust', 'insurer', 'lawsuit']","['merger', 'antitrust', 'insurer', 'lawsuit', 'cignajacques']"
276,IQV,IQVIA Holdings Inc,iqvia,"['astrazeneca', 'vaccine', 'coronavirus', 'injecting', 'trial']","['astrazeneca', 'vaccine', 'coronavirus', 'injecting']","['astrazeneca', 'vaccine', 'coronavirus', 'injecting', 'trial']"
277,DBVT,DBV Technologies S,dbv technologies,"['nestle', 'nest', 'biotech', 'aimmune', 'peanut']","['nestle', 'nest', 'biotech', 'aimmune']","['nestle', 'nest', 'biotech', 'aimmune', 'peanut']"
278,KEP,Korea Electric Power Corporation,korea electric,"['shareholder', 'investment', 'samsung', 'investor', 'corporate']","['shareholder', 'investment', 'samsung', 'investor']","['shareholder', 'investment', 'samsung', 'investor', 'corporate']"
279,BEN,Franklin Resources Inc,franklin resources,"['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']","['yildiz', 'biscuit', 'loan', 'lender']","['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']"
280,OPY,Oppenheimer Holdings Inc,oppenheimer holdings,"['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']","['yildiz', 'biscuit', 'loan', 'lender']","['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']"
281,SVNA,7 Acquisition Corporation,7 acquisition,"['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']","['yildiz', 'biscuit', 'loan', 'lender']","['yildiz', 'biscuit', 'loan', 'lender', 'chocolatier']"
282,CLNE,Clean Energy Fuels Corp,clean energy,"['turbine', 'offshore', 'renewable', 'gigawatts', 'taiwanrenewable', 'turbine', 'gigawatts', 'pipeline', 'onshorefuel', 'petroleum', 'gas', 'renewables', 'liquefiedrenewables', 'renewable', 'coal', 'efficiency', 'energyborrowing', 'loan', 'financing', 'debt', 'lendingdrought', 'agriculture', 'climate', 'agricultural', 'rainfallliquidity', 'recession', 'crisis', 'risk', 'pandemicrenewable', 'renewables', 'solar', 'blaze', 'firefighterrefinery', 'opec', 'oil', 'petroleum', 'uae']","['turbine', 'renewable', 'gigawatts', 'petroleum']","['turbine', 'renewable', 'gigawatts', 'petroleum', 'renewables']"
283,VOD,Vodafone Group Plc,vodafone,"['telecom', 'broadband', 'telecommunication', 'swisscom', 'infrastructureairtel', 'vodafone', 'merger', 'carrier', 'bhartihensoldt', 'kkr', 'market', 'stock', 'investorsoftbank', 'company', 'corp', 'stock', 'weworkprescription', 'pharmaceutical', 'coronavirus', 'trump', 'medicareinflation', 'powell', 'fed', 'recession', 'easing']","['stock', 'telecom', 'broadband', 'telecommunication']","['stock', 'telecom', 'broadband', 'telecommunication', 'swisscom']"
284,TETC,Tech and Energy Transition Corporation,tech and,"['carmaker', 'daimler', 'volvo', 'automaker', 'marketrupiah', 'indonesian', 'indonesia', 'forecast', 'coronavirus']","['carmaker', 'daimler', 'volvo', 'automaker']","['carmaker', 'daimler', 'volvo', 'automaker', 'marketrupiah']"
285,YUMC,Yum China Holdings Inc,yum china,"['beijing', 'chinese', 'china', 'consumer', 'consumptioncaixabank', 'bankia', 'banco', 'banking', 'bank']","['beijing', 'chinese', 'china', 'consumer']","['beijing', 'chinese', 'china', 'consumer', 'consumptioncaixabank']"
286,ASML,ASML Holding N,asml,"['investment', 'photonics', 'invested', 'chinaon', 'investorequity', 'euro', 'sector', 'currency', 'investment']","['investment', 'photonics', 'invested', 'chinaon']","['investment', 'photonics', 'invested', 'chinaon', 'investorequity']"
